category,station_code,station_name,station_type,city,town,elevation_m,longitude,latitude,address,month,metric,source_name,source_url,raw_source_file,raw_item_name,raw_item_value,raw_item_unit,processed_value,processed_unit,processed_method,data_status
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-03,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-03,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-03,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-04,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-04,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-04,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-05,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-05,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-05,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-06,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-06,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,,day,,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-06,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,,mm,,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,缺值
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-07,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,247,mm,247,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-07,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,12,day,12,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-07,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,93.5,mm,93.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-08,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,124.5,mm,124.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-08,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,14,day,14,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-08,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,47,mm,47,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-09,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,154,mm,154,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-09,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,14,day,14,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-09,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,62.5,mm,62.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-10,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,50.5,mm,50.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-10,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,5,day,5,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-10,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,25.5,mm,25.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-11,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,8.5,mm,8.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-11,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,4,day,4,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-11,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,3,mm,3,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-12,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水量,3,mm,3,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-12,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,降水日數,4,day,4,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E721,泰安,署屬自動站,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2025-12,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E721-2025.csv,最大日降水量,1.5,mm,1.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-01,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,26.5,mm,26.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-01,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,7,day,7,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-01,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,8.5,mm,8.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-02,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,79.5,mm,79.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-02,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,6,day,6,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-02,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,35,mm,35,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-03,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,228.5,mm,228.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-03,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,10,day,10,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-03,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,51.5,mm,51.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-04,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,135.5,mm,135.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-04,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,14,day,14,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-04,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,42.5,mm,42.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-05,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,287.5,mm,287.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-05,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,12,day,12,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-05,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,83,mm,83,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-06,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,71,mm,71,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-06,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,8,day,8,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-06,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,16.5,mm,16.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-07,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,544.5,mm,544.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-07,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,18,day,18,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-07,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,154.5,mm,154.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-08,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,92.5,mm,92.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-08,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,7,day,7,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-08,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,40,mm,40,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-09,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,96,mm,96,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-09,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,8,day,8,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-09,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,56.5,mm,56.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-10,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,36,mm,36,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-10,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,5,day,5,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-10,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,最大日降水量,14,mm,14,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-11,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水量,13,mm,13,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C1E770,公館,署屬自動站,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),2025-11,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C1E770-2025.csv,降水日數,2,day,2,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
