category,station_code,station_name,station_type,city,town,elevation_m,longitude,latitude,address,month,metric,source_name,source_url,raw_source_file,raw_item_name,raw_item_value,raw_item_unit,processed_value,processed_unit,processed_method,data_status
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-04,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,107.5,mm,107.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-04,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,11,day,11,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-04,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,49.5,mm,49.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-04,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,22.2,℃,22.2,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-04,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,78,%,78,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-05,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,267.5,mm,267.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-05,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,11,day,11,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-05,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,76,mm,76,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-05,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,25.6,℃,25.6,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-05,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,80,%,80,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-06,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,287,mm,287,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-06,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,15,day,15,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-06,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,61,mm,61,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-06,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,27.8,℃,27.8,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-06,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,80,%,80,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-07,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,914,mm,914,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-07,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,23,day,23,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-07,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,170.5,mm,170.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-07,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,27.6,℃,27.6,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-07,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,83,%,83,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-08,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,306.5,mm,306.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-08,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,11,day,11,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-08,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,80,mm,80,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-08,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,27.5,℃,27.5,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-08,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,79,%,79,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-09,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,250,mm,250,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-09,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,9,day,9,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-09,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,130,mm,130,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-09,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,27,℃,27,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-09,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,82,%,82,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-10,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,22,mm,22,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-10,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,3,day,3,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-10,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,13,mm,13,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-10,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,25.8,℃,25.8,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-10,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,79,%,79,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-11,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,6,mm,6,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-11,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,5,day,5,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-11,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,2.5,mm,2.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-11,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,21.3,℃,21.3,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-11,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,79,%,79,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-12,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水量,3,mm,3,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-12,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,降水日數,2,day,2,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-12,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,最大日降水量,2.5,mm,2.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-12,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,氣溫,18.2,℃,18.2,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E791,卓蘭,署屬自動站,苗栗縣,卓蘭鎮,366,120.8244,24.3126,中山路125-1號(卓蘭鎮圖書館樓頂),2025-12,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E791-2025.csv,相對溼度,79,%,79,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-01,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水量,17.5,mm,17.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-01,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水日數,9,day,9,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-01,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,最大日降水量,5.5,mm,5.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-01,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,氣溫,14.7,℃,14.7,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-01,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,相對溼度,76,%,76,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-02,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水量,57.5,mm,57.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-02,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水日數,8,day,8,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-02,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,最大日降水量,29.5,mm,29.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-02,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,氣溫,15,℃,15,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-02,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,相對溼度,85,%,85,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-03,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水量,234.5,mm,234.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-03,rainfall_days,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水日數,10,day,10,day,直接採用該測站 CODiS 2025 年月報表欄位「降水日數」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-03,max_daily_rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,最大日降水量,58.5,mm,58.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「最大日降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-03,average_temperature,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,氣溫,17.6,℃,17.6,℃,直接採用該測站 CODiS 2025 年月報表欄位「氣溫」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-03,relative_humidity,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,相對溼度,82,%,82,%,直接採用該測站 CODiS 2025 年月報表欄位「相對溼度」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
water,C0E810,西湖,署屬自動站,苗栗縣,西湖鄉,53,120.7485,24.562947,二湖村2鄰22號(僑文國小),2025-04,rainfall,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,C0E810-2025.csv,降水量,44.5,mm,44.5,mm,直接採用該測站 CODiS 2025 年月報表欄位「降水量」作為系統測站層級資料；目前未進行鄉鎮推估。,完整
