category,city,town,month,metric,source_station_count,source_station_codes,source_station_names,raw_station_values_mm,raw_average_mm,processed_value,processed_unit,processed_method,source_name,source_url,data_status
water,苗栗縣,苗栗市,2025-01,rainfall,1,C0E750,苗栗,苗栗(C0E750)=23.5,23.5,23.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-02,rainfall,1,C0E750,苗栗,苗栗(C0E750)=70,70.0,70.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-03,rainfall,1,C0E750,苗栗,苗栗(C0E750)=244,244.0,244.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-04,rainfall,1,C0E750,苗栗,苗栗(C0E750)=145.5,145.5,145.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-05,rainfall,1,C0E750,苗栗,苗栗(C0E750)=275,275.0,275.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-06,rainfall,1,C0E750,苗栗,苗栗(C0E750)=93.5,93.5,93.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-07,rainfall,1,C0E750,苗栗,苗栗(C0E750)=543,543.0,543.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-08,rainfall,1,C0E750,苗栗,苗栗(C0E750)=58.5,58.5,58.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-09,rainfall,1,C0E750,苗栗,苗栗(C0E750)=113,113.0,113.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-10,rainfall,1,C0E750,苗栗,苗栗(C0E750)=42.5,42.5,42.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-11,rainfall,1,C0E750,苗栗,苗栗(C0E750)=30,30.0,30.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,苗栗市,2025-12,rainfall,1,C0E750,苗栗,苗栗(C0E750)=2,2.0,2.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-01,rainfall,1,C0E730,頭份,頭份(C0E730)=31.5,31.5,31.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-02,rainfall,1,C0E730,頭份,頭份(C0E730)=65.5,65.5,65.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-03,rainfall,1,C0E730,頭份,頭份(C0E730)=256.5,256.5,256.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-04,rainfall,1,C0E730,頭份,頭份(C0E730)=179.5,179.5,179.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-05,rainfall,1,C0E730,頭份,頭份(C0E730)=308.5,308.5,308.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-06,rainfall,1,C0E730,頭份,頭份(C0E730)=150.5,150.5,150.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-07,rainfall,1,C0E730,頭份,頭份(C0E730)=535,535.0,535.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-08,rainfall,1,C0E730,頭份,頭份(C0E730)=24,24.0,24.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-09,rainfall,1,C0E730,頭份,頭份(C0E730)=64.5,64.5,64.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-10,rainfall,1,C0E730,頭份,頭份(C0E730)=100,100.0,100.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-11,rainfall,1,C0E730,頭份,頭份(C0E730)=16,16.0,16.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,頭份市,2025-12,rainfall,1,C0E730,頭份,頭份(C0E730)=7,7.0,7.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-01,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=19,19.0,19.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-02,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=57,57.0,57.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-03,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=237,237.0,237.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-04,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=145,145.0,145.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-05,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=285,285.0,285.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-06,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=84.5,84.5,84.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-07,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=554.5,554.5,554.5,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-08,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=15,15.0,15.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
water,苗栗縣,竹南鎮,2025-09,rainfall,1,C0E930,龍鳳,龍鳳(C0E930)=35,35.0,35.0,mm,以同一鄉鎮內中央氣象署 CODiS 2025 年月報表測站「降水量」取平均，作為該地區月累積雨量；未對無測站地區進行推估。,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html,完整
